11446741.2820,3454762.1920,467.2830
11446741.8280,3454762.2620,466.9640
11446742.0170,3454762.0590,466.8520
11446741.6170,3454761.1620,467.4450
11446742.0440,3454761.0530,466.8130
11446741.3810,3454760.5560,467.5290
11446741.2340,3454760.3490,466.6160
11446740.8620,3454760.9090,467.5910
11446740.4320,3454760.9670,467.4830
11446740.3310,3454761.3270,466.9390
11446740.3970,3454762.1920,467.1090
11447915.4810,3454765.8280,442.8170
11447915.4380,3454765.1790,443.0600
11447915.5200,3454764.2090,443.6890
11447915.8750,3454763.8770,443.6260
11447915.7160,3454763.5380,444.0280
11447915.3550,3454763.7140,444.0000
11447914.6000,3454763.3410,444.2530
11447914.1820,3454764.1170,443.8380
11447914.0270,3454764.1960,443.2030
11447914.0400,3454764.5360,443.8680
11447914.4660,3454764.4010,443.7320
11447914.8060,3454764.4790,443.9530
11447915.2140,3454765.1580,442.9800
11447915.1250,3454765.4820,442.8890
11447914.9970,3454765.6060,442.9990
11447975.5190,3454698.8520,441.3000
11447975.0360,3454698.1040,442.8020
11447974.2910,3454697.9030,442.8710
11447973.9980,3454698.5320,442.2440
11447973.4780,3454699.1230,441.6200
11447972.9550,3454698.8630,442.0310
11447972.6850,3454699.0410,442.1940
11447973.5900,3454699.1500,442.1720
11447974.4860,3454699.3190,442.6290
11447974.9160,3454698.9960,441.6970
11447251.3650,3454736.2840,476.2470
11447251.3950,3454735.8650,476.5350
11447250.9060,3454735.1970,475.4040
11447250.2510,3454735.9280,476.2310
11447250.0640,3454736.1760,476.0490
11447249.9670,3454736.3600,476.7100
11447250.0800,3454736.5090,476.7950
11447250.4670,3454736.8550,477.4140
11447251.0950,3454736.6850,477.4960
11447913.9550,3454750.6460,443.8200
11447914.4760,3454750.1440,443.0390
11447914.7580,3454749.9250,443.3160
11447914.9520,3454749.6340,443.3900
11447914.6140,3454749.4750,443.6720
11447914.2840,3454748.6800,442.8680
11447913.8020,3454749.1890,443.4660
11447913.6800,3454749.6380,443.6220
11447913.5350,3454750.1600,443.8460
11447250.0430,3454718.1790,477.4440
11447250.1850,3454717.7160,477.2030
11447250.1460,3454717.2830,477.0960
11447249.3740,3454716.9440,477.3450
11447248.9840,3454717.3820,476.7560
11447248.9420,3454717.5900,476.9100
11447249.1110,3454718.0030,477.3710
11447249.2630,3454718.0630,477.0030
11447249.3230,3454718.0750,477.4680
11446740.4590,3454743.6020,467.5570
11446740.5950,3454743.2240,467.1400
11446740.5950,3454743.0830,467.4350
11446740.3910,3454742.5610,467.6690
11446739.4640,3454742.5540,467.0100
11446739.3890,3454743.1100,467.0600
11446739.7790,3454743.6680,467.3860
11447248.9170,3454798.9670,463.4470
11447249.6750,3454798.6270,462.8880
11447249.8260,3454798.3600,463.6050
11447250.0690,3454797.9940,463.6450
11447249.8700,3454797.4760,463.8300
11447249.3800,3454797.7960,463.8000
11447248.7910,3454798.1050,463.7640
11447248.7300,3454798.2470,463.6330
11447973.0640,3454681.2330,442.1020
11447973.4000,3454681.1570,442.2780
11447973.9760,3454680.5630,441.6480
11447973.8360,3454680.1040,441.9420
11447973.4560,3454680.0450,442.1300
11447972.6880,3454680.2240,441.8510
11447972.6180,3454680.4660,441.0180
11446833.4820,3454804.4990,459.4020
11446832.6210,3454804.3010,459.3460
11446832.4090,3454804.6240,459.2800
11446832.2700,3454805.0920,459.4450
11446832.7230,3454805.2990,459.3500
11446833.4370,3454805.1230,459.4140
11447249.1100,3454783.3250,464.0890
11447248.5300,3454783.0300,463.8850
11447248.2300,3454783.6180,463.8100
11447248.6810,3454783.9120,464.1260
11447249.1990,3454784.1170,464.2440
11447249.4510,3454783.5940,463.9910
11446833.2770,3454819.6560,459.4220
11446833.7540,3454819.8280,459.3990
11446833.9110,3454819.2440,459.3830
11446833.4100,3454818.4570,459.6230
11446833.4070,3454818.5240,459.4970
11446833.3390,3454818.9860,459.0970
11446832.8060,3454819.4420,459.2980
11446832.8350,3454819.4650,459.4640
